label,text_advisory
4,"Do not travel to Venezuela due to crime, civil unrest, poor health infrastructure, kidnapping, and arbitrary arrest and detention of U.S. citizens . Read the entire Travel Advisory. On January 24, 2019, the Department ordered the departure of non-emergency U.S. government employees and family members due to ongoing political instability. The U.S. government has limited ability to provide emergency services to U.S. citizens in Venezuela. Violent crime, such as homicide, armed robbery, kidnapping, and carjacking, is common. Political rallies and demonstrations occur, often with little notice. Demonstrations typically elicit a strong police and security force response that includes the use of tear gas, pepper spray, water cannons, and rubber bullets against participants and occasionally devolve into looting and vandalism. There are shortages of food, electricity, water, medicine, and medical supplies throughout much of Venezuela. The U.S. Centers for Disease Control and Prevention (CDC) issued a Level 3 ‘Avoid Nonessential Travel’ notice on May 15, 2018 due to inadequate healthcare and the breakdown of the medical infrastructure in Venezuela. Consular access to detained U.S. citizens who also have Venezuelan nationality is severely restricted by the Venezuelan government and the U.S. Embassy may not receive access in these cases. Security forces have arbitrarily detained U.S. citizens for long periods. Venezuelan authorities may not notify the U.S. Embassy of the detention of a U.S. citizen, and consular access to detainees may be denied or severely delayed. Visit our website for Travel to High-Risk Areas . Do not travel between cities after dark. Avoid travel between Simón Bolívar International Airport and Caracas at night. Do not take unregulated taxis from Simón Bolívar International Airport, and avoid ATMs in this area. Avoid demonstrations. Bring a sufficient supply of over-the-counter and prescription medicines. Last Update: Reissued with updates to the Risk Indicators."
2,"Exercise increased caution in Belize due to crime . Violent crime – such as sexual assault, home invasions, armed robberies, and murder – are common even during daylight hours and in tourist areas. A significant portion of violent crime is gang-related. Due to high crime travelers are advised to exercise caution while traveling to the south side of Belize City. Local police lack the resources and training to respond effectively to serious criminal incidents. Most crimes remain unresolved and unprosecuted. Be aware of your surroundings. Avoid walking or driving at night. Do not physically resist any robbery attempt. Be extra vigilant when visiting banks or ATMs. Do not display signs of wealth, such as wearing expensive watches or jewelry. Review the Traveler’s Checklist ."
3,"Reconsider travel Lebanon due to crime, terrorism, kidnapping, and armed conflict . Some areas have increased risk. Read the entire Travel Advisory. Do Not Travel to: the border with Syria due to terrorism and armed conflict the border with Israel due to the potential for armed conflict refugee settlements due to the potential for armed conflict U.S. citizens should reconsider or avoid travel to certain areas in Lebanon because of the threats of terrorism, armed clashes, kidnapping, and outbreaks of violence, especially near Lebanon’s borders with Syria and Israel. U.S. citizens living and working in Lebanon should be aware of the risks of remaining in the country and should carefully consider those risks. U.S. citizens who choose to travel to Lebanon should be aware that consular officers from the U.S. Embassy are not always able to travel to assist them. The Department of State considers the threat to U.S. government personnel in Beirut sufficiently serious to require them to live and work under strict security restrictions. The internal security policies of the U.S. Embassy may be adjusted at any time and without advance notice. Terrorist groups continue plotting possible attacks in Lebanon. The potential exists for death or injury in Lebanon because of the attacks and bombings perpetrated by terrorist groups. Terrorists may conduct attacks with little or no warning targeting tourist locations, transportation hubs, markets/shopping malls, and local government facilities. The Lebanese government cannot guarantee the protection of U.S. citizens against sudden outbreaks of violence. Family, neighborhood, or sectarian disputes can escalate quickly and can lead to gunfire or other violence with no warning. Armed clashes have occurred along the Lebanese borders, in Beirut, and in refugee settlements. The Lebanese Armed Forces have been brought in to quell the violence in these situations. Public demonstrations can occur with little warning and could become violent. You should avoid areas of demonstrations and exercise caution in the vicinity of any large gatherings. Protesters have blocked major roads to gain publicity for their causes, including the primary road to the U.S. Embassy, and the primary road between downtown Beirut and Rafiq Hariri International Airport. Access to the airport may be cut off if the security situation deteriorates. Kidnapping, whether for ransom, political motives, or family disputes, has occurred in Lebanon. Suspects in kidnappings may have ties to terrorist or criminal organizations. Visit our website for Travel to High-Risk Areas . Avoid demonstrations and crowds. Stay alert in locations frequented by Westerners. Monitor local media for breaking events and adjust your plans based on new information. Review the 2018 Crime and Safety Report for Lebanon. Border with Syria – Level 4: Do Not Travel Since August 2014, deadly terror attacks have occurred in border towns along Lebanon’s border with Syria, as have episodic clashes between the Lebanese Army and Syrian-based violent extremist groups. A 2017 Lebanese Army offensive expelled ISIS militants from territory along Lebanon’s border with Syria. The U.S. Embassy strongly urges U.S. citizens to avoid the Lebanese-Syrian border region. The U.S. Department of State also warns U.S. citizens of the risk of traveling on flights that fly over Syria, which include some flights to Beirut. Visit our website for Travel to High-Risk Areas . Border with Israel – Level 4: Do Not Travel There have been sporadic rocket attacks from southern Lebanon into Israel in connection with the violence between Israel and Hizballah: the last reported incident was in 2014. The U.S. Embassy urges U.S. citizens to avoid this border area. Visit our website for Travel to High-Risk Areas . Refugee Settlements – Level 4: Do Not Travel The U.S. Embassy urges U.S. citizens to avoid travel to refugee settlements, where violence has resulted in shootings and explosions. Visit our website for Travel to High-Risk Areas . Last Update: Reissued with updates to the Risk Indicators"
4,"Do not travel to Iran due to the risk of kidnapping , arrest, detention of U.S. citizens . There is a very high risk of kidnapping, arrest, and detention of U.S. citizens in Iran, particularly dual national Iranian-Americans. Iranian authorities continue to unjustly detain and imprison U.S. citizens, particularly Iranian-Americans, including students, journalists, business travelers, and academics, on charges including espionage and posing a threat to national security. Consular access to detained U.S. citizens is often denied. The U.S. government does not have diplomatic or consular relations with the Islamic Republic of Iran. The U.S. government is unable to provide emergency services to U.S. citizens in Iran. Due to risks to civil aviation operating within or in the vicinity of Iran, the Federal Aviation Administration (FAA) has issued a Notice to Airmen (NOTAM) and/or a Special Federal Aviation Regulation (SFAR). For more information U.S. citizens should consult Federal Aviation Administration’s Prohibitions, Restrictions and Notices . Visit our website for Travel to High-Risk Areas . Review your personal security plan and visit our page on travel to high risk areas . Enroll your trip in the State Department's Smart Traveler Enrollment Program (STEP) . Draft a will and designate appropriate insurance beneficiaries and/or power of attorney. Discuss a plan with loved ones regarding care/custody of children, pets, property, belongings, non-liquid assets (collections, artwork, etc.), funeral wishes, etc. Establish your own personal security plan in coordination with your employer or host organization, or consider consulting with a professional security organization. Last Update: Reissued with updates to the Risk Indicators."
3,"Reconsider Travel to Mauritania due to crime and terrorism . Violent crimes, such as mugging, armed robbery, and assault, are common. Local police lack the resources to respond effectively to serious crimes. Terrorists may attack with little or no warning, targeting places frequented by Westerners. The U.S. government has limited ability to provide emergency services to U.S. citizens in Mauritania as U.S. government employees must obtain special authorization to travel outside Nouakchott. U.S. government employees must travel only during daylight hours and are prohibited from walking alone outside of designated areas and times. Visit our website for Travel to High-Risk Areas . Avoid demonstrations. Use caution when walking or driving at night. Always carry a copy of your U.S. passport and visa (if applicable). Keep original documents in a secure location. Monitor local media for breaking events and be prepared to adjust your plans. Be aware of your surroundings. Review the Traveler’s Checklist ."
2,"Exercise increased caution in Guinea due to civil unrest . Frequent, unpredictable demonstrations occur across the country. Some have turned violent, resulting in injuries and several fatalities. Demonstrators have also attacked vehicles when drivers attempted to pass through or around the protests. Criminals take advantage of the resulting traffic congestion to rob/extort money from drivers and pedestrians. Avoid demonstrations and crowds. Monitor local media for breaking events and be prepared to adjust your plans. Keep travel documents up to date and easily accessible. Have evacuation plans that do not rely on U.S. government assistance. Last Update: Reissued after periodic review with minor edits."
2,"Exercise increased caution in Guyana due to crime . Violent crime, such as armed robbery and murder, is common. Local police lack the resources to respond effectively to serious criminal incidents. Be extra vigilant when visiting banks or ATMs. Be aware of your surroundings. Avoid walking or driving at night. Do not physically resist any robbery attempt. Do not display signs of wealth, such as wearing expensive watches or jewelry. Last Update: Reissued after periodic review without changes."
3,"Reconsider travel to Niger due to crime, terrorism, and kidnapping . Violent crime, such as armed robbery, is common. Terrorist groups continue plotting kidnappings and possible attacks in Niger. Terrorists may attack with little or no warning, targeting foreign and local government facilities and areas frequented by Westerners. Terrorists operate in the areas bordering Mali, Libya, Burkina Faso, and throughout northern Niger. Avoid travel to Niger’s border regions, particularly the Malian border area, Diffa region, and the Lake Chad region. Mali-based extremist groups have crossed the border and conducted multiple lethal attacks on Nigerien security forces. The U.S. government has limited ability to provide emergency services to U.S. citizens in remote and rural areas as U.S. government employees must obtain special authorization to travel outside of the capital, Niamey, due to security concerns. Outside of Niamey, all U.S. Embassy personnel are required to travel only during daylight hours and in a minimum of a two-vehicle convoy accompanied by armed Nigerien government security escorts. Visit our website for Travel to High-Risk Areas . Visitors are urged to stay in hotels with armed Nigerien security presence. Do not physically resist any robbery attempt. Use caution when walking or driving at night. Keep a low profile. Be aware of your surroundings. Monitor local media for breaking events and be prepared to adjust your plans. Be aware of your surroundings. Stay alert in locations frequented by Westerners. Make contingency plans to leave the country. Have evacuation plans that do not rely on U.S. government assistance. Keep travel documents up to date and easily accessible. Last Update: Reissued with updates to the Risk Indicators."
2,"Exercise increased caution in the Republic of the Congo due to crime and civil unrest . Reconsider Travel To: The southern and western districts of the Pool Region due to potential civil unrest. While not common, violent crime, such as armed robbery and assault, remains a concern throughout the Republic of the Congo. Political demonstrations can be unpredictable and violent. The U.S. government has limited ability to provide emergency services to U.S. citizens outside Brazzaville. U.S. government employees must obtain special authorization to travel to the Pool Region because of ongoing violence. They must also obtain special permission to travel to Pointe Noire’s beaches due to crime. Avoid demonstrations. Use caution when walking or driving at night.Always carry a copy of your U.S. passport and visa (if applicable). Keep original documents in a secure location. The Southern and Western Districts of the Pool Region—Level 4: Do Not Travel The December 2017 ceasefire in the Pool region is holding, but the potential for civil unrest exists. The U.S. government has limited ability to provide emergency services to U.S. citizens in the Pool Region as U.S. government employees must obtain special authorization to travel to and through the area. Visit our website for Travel to High-Risk Areas . Last Update: Reissued after periodic review with minor edits."
2,"Exercise increased caution in Cote d’Ivoire due to crime and terrorism . Violent crime, such as carjacking, robbery, and home invasion, is common. Terrorists may attack with little or no warning, targeting areas frequented by foreigners, such as beaches. The U.S. government has limited ability to provide emergency services to U.S. citizens outside of Abidjan. Embassy personnel are prohibited from driving outside the major cities after dark, including between Abidjan, Grand Bassam, and Assinie. Monitor local media for breaking events and adjust your plans based on new information. Stay alert in locations frequented by Westerners. Carry a copy of your passport and visa (if applicable) and leave originals in your hotel safe. Review the Traveler’s Checklist ."
2,"Exercise increased caution in Kosovo due to terrorism . Some areas have increased risk. Read the entire Travel Advisory. Reconsider travel to: North Mitrovica, Leposavic, Zubin Potok, and Zvecan due to civil unrest. Terrorist groups continue plotting possible attacks in the Balkans region, including Kosovo. Terrorists may attack with little or no warning, targeting tourist locations, transportation hubs, markets/shopping malls, local government facilities, hotels, clubs, restaurants, places of worship, parks, major sporting and cultural events, educational institutions, airports, and other public areas. In addition, politically motivated violence occurs throughout Kosovo. Avoid demonstrations. Stay alert in locations frequented by Westerners. Monitor local media for breaking events and adjust your plans based on new information. North Mitrovica, Leposavic, Zubin Potok, and Zvecan Tensions within and between communities in northern Kosovo continue to provoke violence, demonstrations, and other unrest in North Mitrovica, Leposavic, Zubin Potok, and Zvecan. Although recent unrest has been politically-related and does not involve tourists or members of the international community, bystanders can be affected if violent incidents occur. The U.S. government has limited ability to provide emergency services to U.S. citizens in northern Kosovo as U.S. government employee travel to North Mitrovica, Leposavic, Zubin Potok, and Zvecan is restricted. Visit our website for Travel to High-Risk Areas . Last Updated: Reissued after periodic review without changes."
2,"Exercise increased caution in France due to terrorism and civil unrest . Terrorist groups continue plotting possible attacks in France. Terrorists may attack with little or no warning, targeting tourist locations, transportation hubs, markets/shopping malls, local government facilities, hotels, clubs, restaurants, places of worship, parks, major sporting and cultural events, educational institutions, airports, and other public areas. Demonstrations in Paris and other major cities continue in France and are expected to continue in the coming weeks. Property damage, including looting and arson, in populated tourist areas has occurred with reckless disregard for public safety. Police have responded with water cannons, rubber bullets, and tear gas. The U.S. Embassy is advising official U.S. government travelers to avoid travel to Paris and other major cities in France on the weekends. Be aware of your surroundings when traveling to tourist locations and large crowded public venues. Avoid demonstrations. Review travel plans if you will be in France on weekends. Follow the instructions of local authorities including movement restrictions related to any ongoing police action. Find a safe location, and shelter in place if in the vicinity of large gatherings or protests. Monitor local media for breaking events and adjust your plans based on new information. Last Update: Reissued with updates to the Risk Indicators."
4,"Do not travel to Libya due to crime, terrorism, civil unrest, kidnapping, and armed conflict . Crime levels in Libya remain high, including the threat of kidnapping for ransom. Westerners and U.S. citizens have been targets of these crimes. Terrorist groups continue plotting attacks in Libya. Violent extremist activity in Libya remains high, and extremist groups have made threats against U.S. government officials, citizens, and interests. Terrorists may attack with little or no warning, targeting tourist locations, hotels, transportation hubs, markets/shopping malls, and local government facilities. Outbreaks of violence between competing armed groups can occur with little warning and have the potential to impact U.S. citizens. The capital, Tripoli, and other cities, such as Surman, Al-Jufra, Misrata, Ajdabiya, Benghazi, Sabha, and Dernah, have witnessed fighting among armed groups, as well as terrorist attacks. Hotels and airports frequented by Westerners have been caught in the crossfire. Even demonstrations intended to be peaceful can turn confrontational and escalate into violence. Militia groups sometimes detain travelers for arbitrary reasons, do not grant detainees access to a lawyer or legal process, and do not allow detainees to inform others of their status. U.S. citizens should carry proof of citizenship and valid immigration status at all times, but having these documents does not guarantee fair treatment. Some international and national airports are closed, and flights out of operational airports are sporadic and may be cancelled without warning. The U.S. government is very concerned about the targeting of commercial transportation in Libya and prohibits U.S. commercial aviation operations within Libyan airspace. The U.S. government is unable to provide emergency or routine assistance to U.S. citizens in Libya, as the U.S. Embassy in Tripoli suspended its operations in July 2014. Due to risks to civil aviation operating within or in the vicinity of Libya, the Federal Aviation Administration (FAA) has issued a Notice to Airmen (NOTAM) and/or a Special Federal Aviation Regulation (SFAR). For more information U.S. citizens should consult the Federal Aviation Administration’s Prohibitions, Restrictions and Notices . Visit our website for Travel to High-Risk Areas . Carry proof of citizenship and valid immigration status at all times. Avoid demonstrations and crowds. Make contingency plans to leave. Draft a will and designate appropriate insurance beneficiaries and/or a power of attorney. Discuss a plan with loved ones regarding care/custody of children, pets, property, belongings, non-liquid assets (collections, artwork, etc.), funeral wishes, and etcetera. Establish your own personal security plan in coordination with your employer or host organization, or consider consulting with a professional security organization. Develop a communication plan with family and/or your employer or host organization. Last Update: Reissued with updates to the Risk Indicators"
2,"Exercise increased caution when traveling in Ethiopia due to sporadic civil unrest and communications disruptions. Some areas have increased risk. Read the entire Travel Advisory. Do Not Travel To: Somali Regional State due to potential for civil unrest, terrorism, kidnapping, and landmines. Reconsider Travel To: The East Hararge region and the Guji zone of Oromia State due to armed conflict and civil unrest. Benishangul Gumuz and the western part of Oromia State due to armed conflict and civil unrest. Border areas with Kenya, Sudan, South Sudan, and Eritrea due to crime, armed conflict, and civil unrest. Incidents of civil unrest and ethnic violence may occur without warning. The Government of Ethiopia has restricted or shut down internet, cellular data, and phone services during and after civil unrest. These restrictions impede the U.S. Embassy’s ability to communicate with, and provide consular services to, U.S. citizens in Ethiopia. The U.S. Embassy has limited ability to provide emergency services to U.S. citizens outside of Addis Ababa. As a precaution, U.S. government personnel must request permission for any travel outside of Addis Ababa (personal and official), and are required to carry personnel tracking devices and, in some cases, satellite phones. U.S. government personnel and their families may not travel to the areas listed as Level 3 and Level 4 in this Travel Advisory except for official business and with prior approval from the Embassy. Monitor local media for breaking events and be prepared to adjust your plans. Be aware of your surroundings. Stay alert in locations frequented by Westerners. Carry a copy of your passport and visa and leave originals in your hotel safe. Have evacuation plans that do not rely on U.S. government assistance. Somali Region—Level 4: Do Not Travel Civilians have been killed and injured in civil unrest along the Oromia-Somali Regional State border and in military operations against armed groups in the Ogaden and Hararge areas. Terrorists maintain a presence in Somali towns near the Ethiopian border, presenting a risk of cross-border attacks and kidnappings. Landmines are present in this region. Visit our website for Travel to High-Risk Areas . The East Hararge Region and Guji Zone of Oromia State—Level 3: Reconsider Travel Civil unrest and armed conflict have resulted in injuries and deaths in parts of Oromia State. Government security forces have used lethal force in some areas. Visit our website for Travel to High-Risk Areas . Benishangul Gumuz and the western part of Oromia State—Level 3: Reconsider Travel Civil unrest and armed conflict have resulted in injuries and deaths around the border between Benishangul Gumuz and the western part of Oromia State. Government security forces have used lethal force in some areas. Visit our website for Travel to High-Risk Areas . Border Areas with Kenya, Sudan, South Sudan, and Eritrea—Level 3: Reconsider Travel Crime, armed conflict, and the potential for ethnic conflict exist near the Ethiopian borders with Kenya, Sudan, South Sudan, and Eritrea. Visit our website for Travel to High-Risk Areas . Last Update: Reissued with updates to Level 3 areas."
2,"Exercise increased caution in South Africa due to crime, civil unrest, and drought . Violent crime, such as armed robbery, rape, carjacking, mugging, and ""smash-and-grab"" attacks on vehicles, is common. There is a higher risk of violent crime in the central business districts of major cities after dark. Demonstrations, protests, and strikes occur frequently. These can develop quickly without prior notification, often interrupting traffic, transportation, and other services; such events have the potential to turn violent. South Africa’s Western, Eastern, and Northern Cape Provinces are experiencing a severe drought. Water supplies in some areas may be affected. Residential water-use restrictions are in place in Cape Town and other municipalities. Please see links below for current information. Please see our Alerts for up-to-date information. Avoid walking alone, especially after dark. Avoid visiting informal settlement areas unless you are with someone familiar with the area. Do not display cash or valuables. Drive with doors locked and windows closed. Always carry a copy of your U.S. passport and visa (if applicable). Keep original documents in a secure location. Conserve water and follow local guidance on water use for tourists and Save Like a Local . Check the City of Cape Town website for up-to-date information and guidance on how to manage water consumption. Refer to the Nelson Mandela Bay’s website for updates on water restrictions in effect in the Eastern Cape. Monitor water levels at the City of Cape Town’s Water Dashboard . Review the Traveler’s Checklist ."
2,"Exercise increased caution in Italy due to terrorism . Terrorist groups continue plotting possible attacks in Italy. Terrorists may attack with little or no warning, targeting tourist locations, transportation hubs, markets/shopping malls, local government facilities, hotels, clubs, restaurants, places of worship, parks, major sporting and cultural events, educational institutions, airports, and other public areas. Be aware of your surroundings when traveling to tourist locations and crowded public venues. Follow the instructions of local authorities. Monitor local media for breaking events and adjust your plans based on new information. U.S. citizens who travel abroad should always have a contingency plan for emergency situations. Review the Traveler’s Checklist ."
2,"Exercise increased caution in Tajikistan due to terrorism . On July 29, 2018, two U.S. citizens were killed in a terrorist attack in Danghara province. Terrorists have targeted bicyclists and may target other places, such as residential areas, clubs and restaurants, places of worship, hotels, schools, outdoor recreation events, and other venues, although Government of Tajikistan facilities remain the most likely target. Facilities catering to westerners in Tajikistan present a heightened risk. Avoid large crowds and public transportation to the extent possible. Tourists should avoid activities that develop predictable patterns of movement. If documenting your travel on social media, please ensure your privacy settings are appropriately set. Monitor local media for breaking events and adjust your plans based on new information. Avoid demonstrations and protests. Be aware of your surroundings. Stay alert in locations frequented by Westerners. Review the Traveler’s Checklist ."
2,"Exercise increased caution in China due to arbitrary enforcement of local laws as well as special restrictions on dual U.S.-Chinese nationals. Chinese authorities have asserted broad authority to prohibit U.S. citizens from leaving China by using ‘exit bans,’ sometimes keeping U.S. citizens in China for years. China uses exit bans coercively: to compel U.S. citizens to participate in Chinese government investigations, to lure individuals back to China from abroad, and to aid Chinese authorities in resolving civil disputes in favor of Chinese parties. In most cases, U.S. citizens only become aware of the exit ban when they attempt to depart China, and there is no method to find out how long the ban may continue. U.S. citizens under exit bans have been harassed and threatened. U.S. citizens may be detained without access to U.S. consular services or information about their alleged crime. U.S. citizens may be subjected to prolonged interrogations and extended detention for reasons related to “state security.” Security personnel may detain and/or deport U.S. citizens for sending private electronic messages critical of the Chinese government. Extra security measures, such as security checks and increased levels of police presence, are common in the Xinjiang Uighur and Tibet Autonomous Regions. Authorities may impose curfews and travel restrictions on short notice. China does not recognize dual nationality. U.S.-Chinese citizens and U.S. citizens of Chinese heritage may be subject to additional scrutiny and harassment, and China may prevent the U.S. Embassy from providing consular services. Enter China on your U.S. passport with a valid Chinese visa and keep it with you. If you are arrested or detained, ask police or prison officials to notify the U.S. Embassy or the nearest consulate immediately. If you plan to enter North Korea, read the North Korea Travel Advisory . Follow the U.S. Embassy on Twitter , WeChat , and Weibo . Review the Traveler’s Checklist ."
4,"Do not travel to Syria due to terrorism, civil unrest, kidnapping, and armed conflict . No part of Syria is safe from violence. Kidnappings, the use of chemical warfare, shelling, and aerial bombardment pose significant risk of death or serious injury. The destruction of infrastructure, housing, medical facilities, schools, and power and water utilities has also increased hardships inside the country. The U.S. Embassy in Damascus suspended its operations in February 2012. The Czech Republic serves as the protecting power for the United States in Syria. The range of consular services that the Czech Republic provides to U.S. citizens is extremely limited, and the U.S. government is unable to provide emergency services to U.S. citizens in Syria. U.S. citizens in Syria who seek consular services should try to quickly and safely leave the country and contact a U.S. embassy or consulate in a neighboring country, if possible. A porous border with Iraq and long-standing border issues with Iraq, Jordan, Lebanon, Turkey, and Israel have contributed to a complex security environment in Syria, compounded by a protracted violent conflict and influx of foreign fighters. The U.S. government particularly warns private U.S. citizens against traveling to Syria to engage in armed conflict. U.S. citizens who undertake such activity face extreme personal risks, including kidnapping, injury, or death. The U.S. government does not support this activity. Our ability to provide consular assistance to individuals who are injured or kidnapped, or to the families of individuals who die in the conflict, is extremely limited. Fighting on behalf of or providing other forms of support to designated terrorist organizations, including ISIS and al-Nusrah Front, can constitute the provision of material support for terrorism, which is a crime under U.S. law that can result in penalties including prison time and large fines. There is an ongoing and increased risk of kidnapping of U.S. citizens and Westerners throughout the country. U.S. citizens remain a target, with many abductions having occurred since mid-2012. Due to risks to civil aviation operating within or in the vicinity of Syria, the Federal Aviation Administration (FAA) has issued a Notice to Airmen (NOTAM) and/or a Special Federal Aviation Regulation (SFAR). For more information U.S. Citizens should consult Federal Aviation Administration’s Prohibitions, Restrictions and Notices . Visit our website on Travel to High Risk Areas . Draft a will and designate appropriate insurance beneficiaries and/or power of attorney. Discuss a plan with loved ones regarding care/custody of children, pets, property, belongings, non-liquid assets (collections, artwork, etc.), funeral wishes, etc. Share important documents, login information, and points of contact with loved ones so that they can manage your affairs, if you are unable to return as planned to the United States. Leave DNA samples with your medical provider in case it is necessary for your family to access them. Find a suggested list of such documents here . Establish your own personal security plan in coordination with your employer or host organization, or consider consulting with a professional security organization. Develop a communication plan with family and/or your employer or host organization so that they can monitor your safety and location as you travel through high-risk areas. This plan should specify who you would contact first, and how they should share the information. Enroll your trip in the State Department's Smart Traveler Enrollment Program (STEP) to receive Alerts and make it easier to locate you in an emergency. Last Update: Reissued with updates to the Risk Indicators."
2,"Exercise increased caution in Uruguay due to crime. Please read the entire Travel Advisory. Violent crimes, such as homicides, armed robberies, carjacking and thefts have increased throughout the country and occur in urban areas frequented by U.S. government personnel, day and night. Criminals commonly travel in pairs on motorcycles to approach unsuspecting victims with a weapon and demand personal belongings. Armed criminals also target grocery stores, restaurants, financial centers, and small businesses, in which innocent bystanders are often victimized. Please Be aware of your surroundings especially when traveling to tourist locations or poorly lit areas. Call 911 if you encounter a crime in progress. Do not physically resist any robbery attempt or try to stop a robbery in progress. Be vigilant when visiting banks or using ATMs during non-daylight hours or in remote locations; criminals often target ATMs and businesses in the early morning hours. Do not leave valuable objects in parked vehicles or in plain sight when driving. Do not display signs of wealth, such as wearing expensive jewelry or watches. Review your personal and residential security plans. Last Update: The Travel Advisory was updated to Level 2 due to an increase in crime."
4,"Do not travel to North Korea due to the serious risk of arrest and long-term detention of U.S. nationals. Individuals cannot use a U.S. passport to travel to, in, or through North Korea without a special validation from the Department of State. Special validations are granted only in very limited circumstances. More information on how to apply for the special validation is available here . The U.S. government is unable to provide emergency services to U.S. citizens in North Korea as it does not have diplomatic or consular relations with North Korea. Sweden serves as the protecting power for the United States in North Korea, providing limited emergency services. The North Korean government routinely delays or denies Swedish officials access to detained U.S. citizens. Due to risks to civil aviation operating within or in the vicinity of North Korea, the Federal Aviation Administration (FAA) has issued a Notice to Airmen (NOTAM) and/or a Special Federal Aviation Regulation (SFAR). For more information U.S. citizens should consult the Federal Aviation Administration’s Prohibitions, Restrictions and Notices . If you receive a special validation to travel to North Korea: Draft a will and designate appropriate insurance beneficiaries and/or power of attorney. Discuss a plan with loved ones regarding care/custody of children, pets, property, belongings, non-liquid assets (collections, artwork, etc.), funeral wishes, etc. Visit our website for Travel to High-Risk Areas . Last Update: Reissued after periodic review with no new changes."
3,"Reconsider travel to Chad due to crime , terrorism, and minefields. Violent crimes, such as armed robbery, carjacking, and muggings, have been reported. There was a significant increase in these crimes in 2018. Terrorists may attack with little or no warning, targeting foreigners, local security forces, and civilians. They can easily cross borders, including in the Lake Chad region; borders may close without notice. There are unmapped and undocumented minefields along the borders with both Libya and Sudan. The U.S. government has extremely limited ability to provide emergency services to U.S. citizens in Chad as U.S. government employees must obtain special authorization to travel outside of the capital, including the Lake Chad Basin. Monitor local media for breaking events and be prepared to adjust your plans. Be aware of your surroundings. Stay alert in locations frequented by Westerners. Have contingency plans to leave the country. Have evacuation plans that do not rely on U.S. government assistance. Last Update: Reissued after periodic review with minor edits."
2,"Exercise increased caution in Burma due to areas of civil unrest and armed conflict . Some areas have increased risk. Read the entire Travel Advisory. Do not travel to: Buthidaung, Kyauktaw, Maungdaw, Minbya, Mrauk- U, Ponnagyun, and Rathedaung townships in Rakhine State due to civil unrest and armed conflict. Paletwa township in Chin State due to civil unrest and armed conflict Hpakan, Momauk, Sumprabum, Tanai, and Waingmaw townships in Kachin State due to civil unrest and armed conflict . Hpapun township in Kayin State due to civil unrest . Hseni, Hsipaw, Konkyan, Kutkai, Kyaukme, Laukkaing, Matman, Mongmao, Muse, Namphan, Namtu, Pangsang, and Pangwaun townships in Shan State due to civil unrest and armed conflict . Reconsider travel to: Ann, and Myebon townships in Rakhine State due to civil unrest and armed conflict . Matupi township in Chin State due to civil unrest . Bhamo, Mansi, and Mogaung townships in Kachin State due to civil unrest . Hopang, Mongkaung, Namhsan, Nanhkan townships in Shan State due to civil unrest . The following areas of Burma are subject to civil unrest and armed conflict due to fighting between the Burmese military and various ethnic armed groups and militia forces. Northern Shan State Parts of Kachin, Rakhine, and Chin States The Naga Self-Administered Zone in northern Sagaing Region Conflict-affected areas, particularly Northern Shan State and parts of Kachin, Rakhine, and Chin States are subject to land mines and unexploded ordinance. Land mines and unexploded ordnance have injured foreign tourists in conflict affected areas and their locations are often not marked or otherwise identifiable. Review the list of restricted areas published by The Ministry of Hotels and Tourism Make arrangements to stay in a registered hotel or guesthouse , criminal penalties apply for non-compliance. Parts of Rakhine, Chin, Kachin, Kayah, Kayin, Sagaing, and Shan States Some townships in the states listed above are subject to fighting between the Burmese military and armed insurgent groups. The level of risk varies significantly between townships and may change at any time: The U.S. government has limited ability to provide emergency services to U.S. citizens in these townships as U.S. government employees must obtain special authorization to travel to these locations. Review information on Travel to High-Risk Areas . Last Update: Reissued with updates to Level 3 and 4 areas."
